180 000 тг.,2443,Седан,2008,Механическая,Белый,Бензин,Отличное,1 500 см³,0,0,
3 800 000 тг.,249,Седан,2013,Механическая,Серый,Бензин,Отличное,3,100 000 км,14 см³,
1 700 000 тг.,232,Седан,2014,Автоматическая,Белый,Бензин,Требует ремонта,2,130 000 км,16 см³,
0,295,Седан,2011,Механическая,Серебристый,Бензин,Хорошее,2,16 см³,0,
0,313,Седан,2008,Механическая,Черный,Бензин,Хорошее,16 см³,0,0,
3 200 000 тг.,1117,Седан,2014,Механическая,Белый,Бензин,Отличное,1,88 000 км,1 600 см³,
5 555 161 тг.,1449,Седан,2008,Автоматическая,Серебристый,Бензин,Отличное,2,107 777 км,24 см³,
1 200 000 тг.,55,Седан,2015,Механическая,Черный,Бензин,Требует ремонта,1,120 000 км,16 см³,
0,2630,Седан,2008,Другая,Черный,Бензин,Отличное,2 400 см³,0,0,
4 000 000 тг.,223,Седан,2015,Механическая,Белый,Бензин,Отличное,2,65 000 км,16 см³,
2 500 000 тг.,74,Седан,2012,Автоматическая,Белый,Другой,Отличное,2,200 000 км,15 см³,
800 000 тг.,312,Седан,2007,Механическая,Серебристый,Бензин,Отличное,16 см³,0,0,
0,393,Седан,2012,Автоматическая,Черный,Бензин,Отличное,1,77 000 км,1 400 см³,
0,33,Седан,2013,Механическая,Белый,Бензин,Хорошее,3,100 000 км,15 см³,
5 400 000 тг.,933,Седан,2006,Автоматическая,Черный,Бензин,Отличное,3,254 000 км,5 500 см³,
0,265,Седан,2014,Механическая,Белый,Бензин,Среднее,1,125 000 км,16 см³,
5 900 000 тг.,84,Седан,2015,Автоматическая,Черный,Дизель,Отличное,1,12 000 км,3 000 см³,
900 000 тг.,76,Седан,2005,Механическая,Серебристый,Бензин,Хорошее,1,500 000 км,1 500 см³,
4 300 000 тг.,96,Седан,2016,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
5 900 000 тг.,53,Седан,2015,Автоматическая,Черный,Дизель,Отличное,1,12 000 км,3 000 см³,
6 000 000 тг.,284,Седан,2018,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
4 300 000 тг.,127,Седан,2016,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
6 000 000 тг.,93,Седан,2018,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
7 300 000 тг.,37,Седан,2011,Автоматическая,Серый,Бензин,Отличное,2 800 см³,0,0,
2 500 000 тг.,390,Седан,2008,Механическая,Бежевый,Бензин,Отличное,1,200 000 км,160 см³,
5 900 000 тг.,41,Седан,2015,Автоматическая,Черный,Дизель,Отличное,1,12 000 км,3 000 см³,
5 900 000 тг.,82,Седан,2015,Автоматическая,Черный,Дизель,Отличное,1,12 000 км,3 000 см³,
6 000 000 тг.,66,Седан,2018,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
4 300 000 тг.,49,Седан,2016,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
5 500 000 тг.,2829,Седан,2007,Автоматическая,Серебристый,Бензин,Отличное,2,160 000 км,3 см³,
590 000 тг.,705,Седан,2007,Механическая,Серебристый,Бензин,Отличное,15,0,0,
2 800 000 тг.,8512,Седан,2014,Механическая,Бежевый,Бензин,Отличное,1,160 000 км,1 500 см³,
950 000 тг.,194,Седан,2008,Механическая,Серебристый,Бензин,Хорошее,142 000 км,16 см³,0,
0,98,Седан,2007,Автоматическая,Серебристый,Бензин,Хорошее,3 см³,0,0,
0,230,Седан,2010,Механическая,Асфальт,Бензин,Хорошее,1 см³,0,0,
3 200 000 тг.,2927,Седан,2014,Механическая,Черный,Бензин,Хорошее,1,112 000 км,1 580 см³,
0,895,Седан,2005,Механическая,Белый,Бензин,Отличное,1 500 см³,0,0,
1 600 000 тг.,882,Седан,2014,Механическая,Белый,Бензин,Отличное,1,140 км,16 см³,
6 300 000 тг.,7551,Седан,2012,Автоматическая,Серый,Бензин,Отличное,2,145 000 км,3 500 см³,
0,111,Седан,2006,Механическая,Зеленый,Бензин,Хорошее,3,16 см³,0,
180 008 тг.,106,Седан,2020,Механическая,Хамелеон,Бензин,Отличное,1,18 см³,0,
4 100 000 тг.,10700,Седан,2006,Автоматическая,Белый,Бензин,Отличное,200 000 км,24 см³,0,
2 200 000 тг.,89,Седан,2013,Автоматическая,Белый,Другой,Отличное,2,120 000 км,1 600 см³,
0,96,Седан,2012,Механическая,Серебристый,Бензин,Отличное,2,180 000 км,1 см³,
0,2020,Седан,2015,Автоматическая,Синий,Бензин,Хорошее,2,55 000 км,1 600 см³,
1 500 000 тг.,60,Седан,2013,Механическая,Серебристый,Бензин,Среднее,2,444 444 км,2 см³,
285 000 тг.,114,Седан,2006,Механическая,Синий,Бензин,Требует ремонта,3,1 500 см³,0,
830 000 тг.,60,Седан,2006,Механическая,Бежевый,Бензин,Хорошее,1,149 000 км,16 см³,
300 000 тг.,199,Седан,2006,Механическая,Синий,Бензин,Среднее,4+,95 000 км,1 600 см³,
Обмен,137,Седан,2005,Механическая,Голубой,Бензин,Хорошее,3,77 000 км,15 см³,
2 150 555 тг.,90,Седан,2015,Механическая,Белый,Бензин,Отличное,90 000 км,1 см³,0,
1 000 000 тг.,185,Седан,2012,Механическая,Белый,Бензин,Хорошее,15 см³,0,0,
650 000 тг.,158,Седан,2006,Механическая,Серебристый,Бензин,Хорошее,1 500 см³,0,0,
550 000 тг.,431,Седан,2007,Механическая,Серебристый,Бензин,Отличное,2,16 см³,0,
650 000 тг.,1827,Седан,2005,Механическая,Зеленый,Бензин,Отличное,1,18 000 км,1 500 см³,
3 777 000 тг.,281,Седан,2005,Автоматическая,Серый,Другой,Отличное,165 000 км,2 400 см³,0,
1 600 000 тг.,83,Седан,2013,Механическая,Белый,Бензин,Хорошее,2,123 000 км,16 см³,
0,263,Седан,2005,Автоматическая,Серебристый,Бензин,Отличное,2,90 000 км,23 см³,
2 500 000 тг.,149,Седан,2005,Автоматическая,Белый,Бензин,Хорошее,148 000 км,2 см³,0,
0,907,Седан,2009,Механическая,Вишнёвый,Бензин,Отличное,2,205 000 км,1 500 см³,
163 800 тг.,5488,Седан,2007,Автоматическая,Белый,Бензин,Отличное,1 см³,0,0,
0,251,Седан,2007,Механическая,Синий,Бензин,Хорошее,1 500 см³,0,0,
4 700 000 тг.,91,Седан,2013,Автоматическая,Белый,Бензин,Отличное,1,170 000 км,25 см³,
0,49,Седан,2013,Механическая,Черный,Бензин,Отличное,1,1 600 см³,0,
2 000 000 тг.,7025,Седан,2013,Механическая,Белый,Бензин,Отличное,1,1 см³,0,
5 000 000 тг.,595,Седан,2011,Автоматическая,Серебристый,Бензин,Отличное,3,110 км,2 см³,
650 000 тг.,136,Седан,2007,Механическая,Синий,Бензин,Хорошее,16 см³,0,0,
2 500 000 тг.,117,Седан,2006,Механическая,Синий,Бензин,Отличное,1,1 600 см³,0,
0,102,Седан,2015,Автоматическая,Черный,Бензин,Отличное,2,138 000 км,25 см³,
2 600 000 тг.,148,Седан,2012,Автоматическая,Черный,Бензин,Хорошее,2,173 000 км,1 см³,
1 750 000 тг.,976,Седан,2012,Механическая,Белый,Бензин,Отличное,1 600 см³,0,0,
0,320,Седан,2005,Механическая,Серебристый,Бензин,Среднее,15 см³,0,0,
420 000 тг.,279,Седан,2009,Механическая,Синий,Бензин,Хорошее,15 см³,0,0,
0,129,Седан,2010,Автоматическая,Серый,Бензин,Отличное,208 000 км,1 400 см³,0,
1 600 000 тг.,982,Седан,2007,Механическая,Синий,Бензин,Среднее,1,15 см³,0,
780 000 тг.,1312,Седан,2005,Механическая,Красный,Бензин,Отличное,169 км,15 см³,0,
0,119,Седан,2010,Автоматическая,Серебристый,Бензин,Отличное,4+,1 800 см³,0,
0,714,Седан,2013,Механическая,Белый,Бензин,Отличное,170 000 км,1 500 см³,0,
1 800 000 тг.,129,Седан,2007,Механическая,Апельсин,Другой,Хорошее,3,1 600 см³,0,
600 000 тг.,1971,Седан,2007,Механическая,Вишнёвый,Бензин,Отличное,2,52 000 км,1 500 см³,
0,85,Седан,2006,Механическая,Голубой,Бензин,Хорошее,3,120,17,
1 460 000 тг.,543,Седан,2012,Автоматическая,Серый,Бензин,Хорошее,2,143 000 км,16 см³,
580 000 тг.,173,Седан,2006,Механическая,Зеленый,Бензин,Хорошее,3,25 000 км,1 600 см³,
0,134,Седан,2007,Механическая,Серый,Бензин,Среднее,2,5 479 843 км,16 см³,
670 000 тг.,3500,Седан,2005,Механическая,Серебристый,Бензин,Отличное,1 600 см³,0,0,
0,219,Седан,2014,Механическая,Серебристый,Бензин,Отличное,1,200 000 км,1 600 см³,
10 000 000 тг.,3082,Седан,2010,Другая,Черный,Бензин,Отличное,1,60 000 км,4 400 см³,
3 700 000 тг.,1634,Седан,2017,Механическая,Белый,Бензин,Отличное,1,17 300 км,16 см³,
11 200 000 тг.,3869,Седан,2013,Автоматическая,Белый,Другой,Отличное,2,110 000 км,2 500 см³,
0,1291,Седан,2006,Автоматическая,Черный,Бензин,Хорошее,2,170 000 км,2 400 см³,
0,5171,Седан,2009,Механическая,Черный,Бензин,Хорошее,2,88 000,1 198,
1 650 000 тг.,47,Седан,2012,Механическая,Белый,Бензин,Отличное,1,141 000 км,1 600 см³,
400 000 тг.,347,Седан,2005,Механическая,Синий,Бензин,Хорошее,3,180 км,16 см³,
0,1554,Седан,2006,Механическая,Белый,Бензин,Отличное,2,15 см³,0,
1 990 000 тг.,170,Седан,2012,Механическая,Черный,Бензин,Хорошее,2,131 000 км,1 600 см³,
0,1133,Седан,2008,Механическая,Серый,Бензин,Отличное,2,74 134 км,1 600 см³,
400 000 тг.,187,Седан,2007,Механическая,Серый,Бензин,Среднее,1,16 см³,0,
0,2053,Седан,2008,Механическая,Вишнёвый,Бензин,Отличное,53 000 км,16 см³,0,
6 300 000 тг.,251,Седан,2019,Автоматическая,Серебристый,Бензин,Отличное,1,5 000 км,16 см³,
0,605,Седан,2012,Автоматическая,Белый,Бензин,Отличное,1,32 000 км,4 400 см³,
450 000 тг.,5423,Седан,2005,Механическая,Голубой,Бензин,Хорошее,16 см³,0,0,
4 000 000 тг.,1000,Седан,2015,Автоматическая,Серебристый,Бензин,Отличное,2,95 000 км,1 598 см³,
3 700 000 тг.,6191,Седан,2008,Автоматическая,Белый,Бензин,Отличное,1,77 000 км,1 800 см³,
1 350 000 тг.,126,Седан,2012,Механическая,Белый,Бензин,Хорошее,1,300 км,1 600 см³,
550 000 тг.,83,Седан,2006,Автоматическая,Хамелеон,Бензин,Хорошее,1,2 200 000 км,16 см³,
0,104,Седан,2007,Автоматическая,Бирюзовый,Бензин,Отличное,24 см³,0,0,
3 800 000 тг.,15991,Седан,2011,Автоматическая,Серый,Бензин,Отличное,132 000 км,1 300 см³,0,
4 300 000 тг.,2147,Седан,2005,Автоматическая,Серебристый,Бензин,Отличное,2,178 км,3 см³,
850 000 тг.,90,Седан,2006,Механическая,Черный,Бензин,Отличное,2,103 000 км,1 600 см³,
0,88,Седан,2008,Автоматическая,Синий,Бензин,Хорошее,3,185 000 км,3 см³,
1 200 000 тг.,140,Седан,2006,Механическая,Серый,Бензин,Отличное,2,138 000 км,1 400 см³,
500 000 тг.,99,Седан,2010,Механическая,Белый,Бензин,Хорошее,2,1 см³,0,
0,6488,Седан,2013,Механическая,Белый,Бензин,Хорошее,2,200 000 км,1 600 см³,
0,168,Седан,2012,Механическая,Белый,Бензин,Отличное,2,115 000 км,1 500 см³,
2 300 000 тг.,64,Седан,2013,Автоматическая,Вишнёвый,Бензин,Отличное,2,1 600 см³,0,
0,63,Седан,2013,Механическая,Серый,Бензин,Хорошее,1,125 000 км,18 см³,
0,3755,Седан,2008,Механическая,Черный,Бензин,Отличное,1,225 863 км,16 см³,
0,1308,Седан,2012,Автоматическая,Черный,Другой,Хорошее,2,105 000 км,25 см³,
2 400 000 тг.,484,Седан,2010,Автоматическая,Черный,Бензин,Хорошее,152 000 км,2 400 см³,0,
0,206,Седан,2012,Механическая,Белый,Бензин,Отличное,1 см³,0,0,
0,86,Седан,2007,Механическая,Черный,Бензин,Отличное,2,2 см³,0,
500 000 тг.,2089,Седан,2007,Механическая,Зеленый,Бензин,Хорошее,1,1 700 см³,0,
1 350 000 тг.,94,Седан,2012,Механическая,Белый,Бензин,Хорошее,1,300 км,1 600 см³,
0,68,Седан,2006,Механическая,Зеленый,Бензин,Хорошее,15 см³,0,0,
5 000 000 тг.,78,Седан,2007,Автоматическая,Черный,Бензин,Отличное,197 000 км,3 000 см³,0,
0,328,Седан,2008,Механическая,Синий,Бензин,Хорошее,15 см³,0,0,
0,104,Седан,2007,Механическая,Серебристый,Бензин,Отличное,2,173 123 км,16 см³,
0,94,Седан,2006,Механическая,Серебристый,Бензин,Отличное,2,777 км,1 500 см³,
0,645,Седан,2019,Автоматическая,Черный,Бензин,Отличное,1,12 000 км,2 500 см³,
0,121,Седан,2008,Автоматическая,Черный,Бензин,Хорошее,130 000 км,2 см³,0,
0,69,Седан,2013,Автоматическая,Белый,Бензин,Отличное,1,105 000 км,2 400 см³,
0,119,Седан,2008,Автоматическая,Черный,Бензин,Хорошее,130 000 км,2 см³,0,
1 250 000 тг.,95,Седан,2011,Механическая,Белый,Бензин,Отличное,2,180 000 км,1 600 см³,
5 900 000 тг.,56,Седан,2015,Автоматическая,Черный,Дизель,Отличное,1,12 000 км,3 000 см³,
0,90,Седан,2015,Автоматическая,Синий,Бензин,Отличное,2,60 000 км,16 см³,
6 000 000 тг.,150,Седан,2018,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
0,122,Седан,2007,Механическая,Синий,Бензин,Среднее,1,160 000 км,2 см³,
5 900 000 тг.,51,Седан,2015,Автоматическая,Черный,Дизель,Отличное,1,12 000 км,3 000 см³,
0,52,Седан,2011,Механическая,Белый,Бензин,Хорошее,2,2 см³,0,
6 000 000 тг.,67,Седан,2018,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
4 300 000 тг.,220,Седан,2016,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
0,113,Седан,2005,Автоматическая,Бежевый,Бензин,Отличное,2,200 000 км,3 000 см³,
0,147,Седан,2005,Механическая,Бронзовый,Бензин,Хорошее,1,15 см³,0,
0,349,Седан,2011,Механическая,Серебристый,Бензин,Отличное,13 см³,0,0,
6 000 000 тг.,52,Седан,2018,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
4 300 000 тг.,54,Седан,2016,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
5 900 000 тг.,32,Седан,2015,Автоматическая,Черный,Дизель,Отличное,1,12 000 км,3 000 см³,
4 300 000 тг.,56,Седан,2016,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
5 900 000 тг.,49,Седан,2015,Автоматическая,Черный,Дизель,Отличное,1,12 000 км,3 000 см³,
6 000 000 тг.,48,Седан,2018,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
0,65,Седан,2007,Механическая,Черный,Бензин,Хорошее,3,130 500 км,1 600 см³,
0,823,Седан,2012,Автоматическая,Черный,Бензин,Отличное,1,122 000 км,2 500 см³,
0,1534,Седан,2013,Механическая,Серебристый,Бензин,Хорошее,16 см³,0,0,
0,99,Седан,2013,Автоматическая,Белый,Бензин,Хорошее,1,150 000 км,1 598 см³,
1 200 000 тг.,119,Седан,2007,Механическая,Серый,Другой,Отличное,2,11 111 км,15 см³,
1 000 000 тг.,249,Седан,2010,Механическая,Асфальт,Бензин,Отличное,3,16 см³,0,
550 000 тг.,305,Седан,2007,Механическая,Серый,Бензин,Хорошее,2,150 000 км,1 600 см³,
0,210,Седан,2006,Автоматическая,Черный,Другой,Хорошее,2 см³,0,0,
520 000 тг.,621,Седан,2005,Механическая,Серый,Бензин,Хорошее,2,145 000 км,16 см³,
0,207,Седан,2007,Механическая,Черный,Бензин,Хорошее,65 000 км,15 см³,0,
0,85,Седан,2013,Механическая,Черный,Бензин,Отличное,2,180 000 км,16 см³,
600 000 тг.,79,Седан,2009,Механическая,Зеленый,Другой,Отличное,2,75 000 км,1 600 см³,
1 500 000 тг.,1503,Седан,2006,Автоматическая,Черный,Бензин,Среднее,1,200 000 км,18 см³,
0,209,Седан,2007,Механическая,Серебристый,Бензин,Хорошее,1 595 см³,0,0,
550 000 тг.,40,Седан,2007,Механическая,Серебристый,Бензин,Хорошее,2,1 596 см³,0,
650 000 тг.,32439,Седан,2006,Механическая,Зеленый,Бензин,Хорошее,16 см³,0,0,
2 200 000 тг.,556,Седан,2011,Автоматическая,Черный,Бензин,Хорошее,3,2 см³,0,
0,526,Седан,2010,Автоматическая,Черный,Бензин,Отличное,1,102 000 км,1 800 см³,
0,640,Седан,2005,Механическая,Серебристый,Бензин,Хорошее,3,203 415 км,16 см³,
1 000 000 тг.,1669,Седан,2014,Механическая,Серебристый,Бензин,Хорошее,8 см³,0,0,
4 000 000 тг.,66,Седан,2012,Другая,Черный,Бензин,Отличное,2,95 000 км,2 500 см³,
600 000 тг.,169,Седан,2006,Механическая,Бирюзовый,Другой,Хорошее,2,15 см³,0,
580 000 тг.,702,Седан,2006,Механическая,Золотой,Бензин,Отличное,4+,175 км,1 см³,
999 999 тг.,412,Седан,2007,Механическая,Черный,Бензин,Отличное,1 600 см³,0,0,
750 000 тг.,1834,Седан,2008,Механическая,Черный,Бензин,Отличное,1,1 см³,0,
1 700 000 тг.,4951,Седан,2013,Механическая,Белый,Бензин,Отличное,2,185 км,16 см³,
3 500 000 тг.,129,Седан,2014,Автоматическая,Белый,Бензин,Хорошее,2,111 000 км,16 см³,
2 100 000 тг.,94,Седан,2014,Механическая,Белый,Бензин,Отличное,125 000 км,16 см³,0,
0,1318,Седан,2012,Автоматическая,Черный,Бензин,Отличное,2,205 000 км,1 600 см³,
750 000 тг.,2109,Седан,2006,Механическая,Бежевый,Бензин,Отличное,3,145 711 км,1 600 см³,
0,71,Седан,2010,Автоматическая,Серый,Другой,Хорошее,25 см³,0,0,
770 000 тг.,141,Седан,2007,Механическая,Зеленый,Бензин,Отличное,2,200 000 км,2 см³,
3 800 000 тг.,3572,Седан,2007,Автоматическая,Черный,Другой,Отличное,2 см³,0,0,
0,55,Седан,2007,Механическая,Серый,Бензин,Отличное,2,200 000 км,15 см³,
3 500 000 тг.,109,Седан,2013,Автоматическая,Белый,Бензин,Отличное,1,71 000 км,1 800 см³,
950 000 тг.,246,Седан,2010,Механическая,Зеленый,Бензин,Хорошее,2,80 000 км,1 070 см³,
0,84,Седан,2008,Механическая,Зеленый,Бензин,Отличное,2,121 000,16,
0,3154,Седан,2008,Автоматическая,Золотой,Бензин,Отличное,2,140 000,18,
0,238,Седан,2013,Автоматическая,Серый,Бензин,Отличное,3,73 000 км,1 600 см³,
6 500 000 тг.,1331,Седан,2013,Автоматическая,Белый,Бензин,Отличное,2 500 см³,0,0,
0,438,Седан,2013,Механическая,Белый,Бензин,Хорошее,1,168 000 км,160 см³,
0,1215,Седан,2005,Механическая,Серый,Бензин,Среднее,1 500 см³,0,0,
500 000 тг.,139,Седан,2006,Механическая,Серебристый,Бензин,Хорошее,2 см³,0,0,
0,895,Седан,2007,Автоматическая,Черный,Бензин,Отличное,2,169 000 км,4 600 см³,
2 500 000 тг.,4485,Седан,2012,Механическая,Черный,Бензин,Отличное,1,12 000 км,16 см³,
2 200 000 тг.,3115,Седан,2006,Механическая,Серый,Бензин,Отличное,3,1 800 см³,0,
3 750 000 тг.,298,Седан,2017,Автоматическая,Серый,Бензин,Отличное,1,43 000 км,1 500 см³,
2 300 000 тг.,127,Седан,2015,Механическая,Белый,Бензин,Отличное,16 см³,0,0,
750 000 тг.,6169,Седан,2005,Механическая,Серебристый,Бензин,Хорошее,16 см³,0,0,
1 000 000 тг.,2413,Седан,2008,Механическая,Черный,Бензин,Хорошее,3,270 000 км,1 600 см³,
0,79,Седан,2005,Механическая,Серебристый,Бензин,Хорошее,1,1 600 см³,0,
0,1186,Седан,2006,Автоматическая,Синий,Бензин,Хорошее,2,200 км,2 400 см³,
450 000 тг.,146,Седан,2006,Механическая,Золотой,Бензин,Хорошее,1 500 см³,0,0,
2 800 000 тг.,9091,Седан,2014,Механическая,Черный,Бензин,Отличное,1,130 000 км,1 500 см³,
0,346,Седан,2007,Механическая,Асфальт,Бензин,Хорошее,115 000 км,15 см³,0,
4 800 000 тг.,281,Седан,2007,Автоматическая,Серебристый,Бензин,Отличное,230 000 км,24 см³,0,
0,251,Седан,2005,Механическая,Серый,Бензин,Отличное,1 600 см³,0,0,
5 000 000 тг.,2163,Седан,2006,Другая,Белый,Бензин,Отличное,2,287 000 км,55 см³,
0,361,Седан,2005,Автоматическая,Черный,Дизель,Хорошее,2 200 см³,0,0,
6 000 000 тг.,2123,Седан,2019,Автоматическая,Белый,Бензин,Отличное,1,5 000 км,16 см³,
0,379,Седан,2007,Механическая,Серебристый,Бензин,Хорошее,3,235 000 км,1 500 см³,
